state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Maharashtra,Jalana,Mantha,Wheat,Other,08-01-2019,2475,2475,2475
Maharashtra,Jalana,Mantha,Wheat,Other,11-01-2019,2100,2600,2200
Maharashtra,Jalana,Mantha,Wheat,Other,14-01-2019,2500,2500,2500
Maharashtra,Jalana,Mantha,Wheat,Other,16-01-2019,2350,2500,2400
Maharashtra,Jalana,Mantha,Wheat,Other,18-01-2019,2000,2000,2000
Maharashtra,Jalana,Mantha,Wheat,Other,21-01-2019,1950,1950,1950
Maharashtra,Jalana,Mantha,Wheat,Other,25-01-2019,1850,2575,2100
Maharashtra,Jalana,Mantha,Wheat,Other,28-01-2019,2100,2100,2100
Maharashtra,Jalana,Mantha,Wheat,Other,30-01-2019,1849,2250,2200
Maharashtra,Jalana,Mantha,Wheat,Other,01-02-2019,1800,2600,2150
Maharashtra,Jalana,Mantha,Wheat,Other,05-02-2019,2000,2000,2000
Maharashtra,Jalana,Mantha,Wheat,Other,08-02-2019,1850,2500,2200
Maharashtra,Jalana,Mantha,Wheat,Other,11-02-2019,1800,1850,1800
Maharashtra,Jalana,Mantha,Wheat,Other,18-02-2019,1800,2465,2100
Maharashtra,Jalana,Mantha,Wheat,Other,19-03-2019,1850,1850,1850
Maharashtra,Jalana,Mantha,Wheat,Other,22-03-2019,1850,2276,2000
Maharashtra,Jalana,Mantha,Wheat,Other,25-03-2019,1800,2425,2400
Maharashtra,Jalana,Mantha,Wheat,Other,26-03-2019,1700,2375,2000
Maharashtra,Jalana,Mantha,Wheat,Other,29-03-2019,1800,2400,2000
Maharashtra,Jalana,Mantha,Wheat,Other,26-04-2019,1725,3600,2300
Maharashtra,Jalana,Mantha,Wheat,Other,03-05-2019,2026,3600,3400
Maharashtra,Jalana,Mantha,Wheat,Other,10-05-2019,1601,4100,2000
Maharashtra,Jalana,Mantha,Wheat,Other,31-05-2019,1600,4225,2000
Maharashtra,Jalana,Mantha,Wheat,Other,07-06-2019,1750,4151,2000
Maharashtra,Jalana,Mantha,Wheat,Other,14-06-2019,1600,2300,2000
Maharashtra,Jalana,Mantha,Wheat,Other,21-06-2019,1800,1800,1800
Maharashtra,Jalana,Mantha,Wheat,Other,28-06-2019,1901,3701,2000
Maharashtra,Jalana,Mantha,Wheat,Other,05-07-2019,1625,2400,2000
Maharashtra,Jalana,Mantha,Wheat,Other,19-07-2019,1500,1500,1500
Maharashtra,Jalana,Mantha,Wheat,Other,26-07-2019,1850,2301,2240
Maharashtra,Jalana,Mantha,Wheat,Other,02-08-2019,2000,2325,2301
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,04-01-2019,1941,2310,2225
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,09-01-2019,2301,2490,2400
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,10-01-2019,2250,2651,2285
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,11-01-2019,2148,2585,2385
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,12-01-2019,2000,2575,2450
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,16-01-2019,1860,1960,1950
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,19-01-2019,1800,3000,2605
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,28-01-2019,1826,2481,2300
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,29-01-2019,2200,3200,2405
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,30-01-2019,2151,2426,2300
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,01-02-2019,1926,2251,2225
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,02-02-2019,2405,2455,2455
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,05-02-2019,2250,2405,2381
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,08-02-2019,1700,2341,2341
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,11-02-2019,2050,2351,2326
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,13-02-2019,2100,2200,2150
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,14-02-2019,2200,2600,2350
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,15-02-2019,2025,2355,2281
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,20-02-2019,2100,2290,2200
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,22-02-2019,1700,2000,2000
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,23-02-2019,1755,2200,1910
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,27-02-2019,2201,2350,2300
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,07-03-2019,1925,2250,2070
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,08-03-2019,1725,2000,2000
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,09-03-2019,1725,2000,2000
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,11-03-2019,1845,2350,2175
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,12-03-2019,1710,2180,2000
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,13-03-2019,2001,2451,2225
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,15-03-2019,1750,2121,2086
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,16-03-2019,1800,2250,1950
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,18-03-2019,1780,2435,2431
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,19-03-2019,1780,2435,2431
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,22-03-2019,2201,2252,2250
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,23-03-2019,1786,1800,1800
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,25-03-2019,1741,2500,1800
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,26-03-2019,1800,2475,2110
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,27-03-2019,1680,1826,1730
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,28-03-2019,1806,2100,2050
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,01-04-2019,2275,2453,2430
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,02-04-2019,2290,2351,2336
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,03-04-2019,1750,2315,2191
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,04-04-2019,1801,2551,2280
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,08-04-2019,2255,2425,2300
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,09-04-2019,2175,2391,2250
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,10-04-2019,2261,2500,2500
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,11-04-2019,2000,2500,2325
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,12-04-2019,2171,2200,2200
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,15-04-2019,1902,2325,2225
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,16-04-2019,1726,1881,1771
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,20-04-2019,1725,2400,2200
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,22-04-2019,1750,2471,1875
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,23-04-2019,2061,2130,2130
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,25-04-2019,1790,2100,1951
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,26-04-2019,2291,2450,2305
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,27-04-2019,1700,2200,2100
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,29-04-2019,1801,2101,2101
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,30-04-2019,4900,5351,5300
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,02-05-2019,1750,2380,1850
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,03-05-2019,1800,2360,2101
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,06-05-2019,1750,2690,1916
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,08-05-2019,1851,2371,2300
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,09-05-2019,1850,2000,1950
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,10-05-2019,1800,2352,1926
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,11-05-2019,1700,2400,2350
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,13-05-2019,2200,2301,2276
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,14-05-2019,2300,2326,2326
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,16-05-2019,2081,2300,2260
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,21-05-2019,1872,2250,1925
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,24-05-2019,1811,2485,2045
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,25-05-2019,2200,2376,2376
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,27-05-2019,1875,2026,1925
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,28-05-2019,1865,2472,2351
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,31-05-2019,1921,2076,1940
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,01-06-2019,2071,2336,2200
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,04-06-2019,1901,2441,2200
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,06-06-2019,2080,2430,2327
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,07-06-2019,2350,2526,2526
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,10-06-2019,1940,2450,2450
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,11-06-2019,1900,2376,2227
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,12-06-2019,1800,2128,1900
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,13-06-2019,1880,1900,1900
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,14-06-2019,2471,2575,2500
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,15-06-2019,2276,2416,2416
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,17-06-2019,1850,2250,2140
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,19-06-2019,1800,2340,2275
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,20-06-2019,2275,2400,2300
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,22-06-2019,1650,2050,2050
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,24-06-2019,2100,2375,2326
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,26-06-2019,1750,2275,2200
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,27-06-2019,2060,2150,2150
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,28-06-2019,2100,2525,2400
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,29-06-2019,2076,2100,2100
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,04-07-2019,1700,2136,2136
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,08-07-2019,1850,2300,2150
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,09-07-2019,1905,2371,2211
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,15-07-2019,1701,2436,2225
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,16-07-2019,2225,2233,2233
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,18-07-2019,2200,2271,2201
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,23-07-2019,2050,2385,2240
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,25-07-2019,2150,2221,2181
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,26-07-2019,1850,2060,2060
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,02-08-2019,2007,2081,2081
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,06-08-2019,1850,2251,2222
Maharashtra,Jalana,Partur,Wheat,Maharashtra 2189,07-08-2019,2251,2370,2370
Maharashtra,Jalgaon,Amalner,Wheat,Other,01-01-2019,1800,1900,1900
Maharashtra,Jalgaon,Amalner,Wheat,Other,02-01-2019,2200,2400,2400
Maharashtra,Jalgaon,Amalner,Wheat,Other,03-01-2019,1750,2350,2350
Maharashtra,Jalgaon,Amalner,Wheat,Other,04-01-2019,2100,2281,2281
Maharashtra,Jalgaon,Amalner,Wheat,Other,05-01-2019,1900,2300,2300
Maharashtra,Jalgaon,Amalner,Wheat,Other,07-01-2019,2375,2500,2500
Maharashtra,Jalgaon,Amalner,Wheat,Other,08-01-2019,1751,2371,2371
Maharashtra,Jalgaon,Amalner,Wheat,Other,09-01-2019,2000,2200,2200
Maharashtra,Jalgaon,Amalner,Wheat,Other,10-01-2019,1700,2250,2250
Maharashtra,Jalgaon,Amalner,Wheat,Other,11-01-2019,2000,2200,2200
Maharashtra,Jalgaon,Amalner,Wheat,Other,12-01-2019,2236,2551,2551
Maharashtra,Jalgaon,Amalner,Wheat,Other,14-01-2019,2421,2431,2431
Maharashtra,Jalgaon,Amalner,Wheat,Other,16-01-2019,2000,2400,2400
Maharashtra,Jalgaon,Amalner,Wheat,Other,17-01-2019,2051,2465,2465
Maharashtra,Jalgaon,Amalner,Wheat,Other,18-01-2019,2015,2351,2351
Maharashtra,Jalgaon,Amalner,Wheat,Other,19-01-2019,1971,2400,2400
Maharashtra,Jalgaon,Amalner,Wheat,Other,21-01-2019,1911,2501,2501
Maharashtra,Jalgaon,Amalner,Wheat,Other,22-01-2019,1751,1850,1850
Maharashtra,Jalgaon,Amalner,Wheat,Other,23-01-2019,1700,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,24-01-2019,200,2300,2300
Maharashtra,Jalgaon,Amalner,Wheat,Other,25-01-2019,1851,2400,2400
Maharashtra,Jalgaon,Amalner,Wheat,Other,28-01-2019,1900,2500,2500
Maharashtra,Jalgaon,Amalner,Wheat,Other,29-01-2019,1850,1900,1900
Maharashtra,Jalgaon,Amalner,Wheat,Other,30-01-2019,1950,2200,2200
Maharashtra,Jalgaon,Amalner,Wheat,Other,31-01-2019,2200,2551,2551
Maharashtra,Jalgaon,Amalner,Wheat,Other,01-02-2019,1850,2200,2200
Maharashtra,Jalgaon,Amalner,Wheat,Other,02-02-2019,2251,2451,2451
Maharashtra,Jalgaon,Amalner,Wheat,Other,04-02-2019,2457,2500,2500
Maharashtra,Jalgaon,Amalner,Wheat,Other,05-02-2019,2000,2461,2461
Maharashtra,Jalgaon,Amalner,Wheat,Other,06-02-2019,2265,2430,2430
Maharashtra,Jalgaon,Amalner,Wheat,Other,09-02-2019,2001,2451,2451
Maharashtra,Jalgaon,Amalner,Wheat,Other,11-02-2019,1900,2200,2200
Maharashtra,Jalgaon,Amalner,Wheat,Other,12-02-2019,2150,2400,2400
Maharashtra,Jalgaon,Amalner,Wheat,Other,13-02-2019,2000,2500,2500
Maharashtra,Jalgaon,Amalner,Wheat,Other,14-02-2019,2000,2355,2355
Maharashtra,Jalgaon,Amalner,Wheat,Other,15-02-2019,1925,2255,2255
Maharashtra,Jalgaon,Amalner,Wheat,Other,16-02-2019,2300,2571,2571
Maharashtra,Jalgaon,Amalner,Wheat,Other,18-02-2019,2200,2443,2443
Maharashtra,Jalgaon,Amalner,Wheat,Other,22-02-2019,1750,2151,2151
Maharashtra,Jalgaon,Amalner,Wheat,Other,23-02-2019,1951,2300,2300
Maharashtra,Jalgaon,Amalner,Wheat,Other,25-02-2019,2051,2270,2270
Maharashtra,Jalgaon,Amalner,Wheat,Other,26-02-2019,2201,2266,2266
Maharashtra,Jalgaon,Amalner,Wheat,Other,27-02-2019,2051,2300,2300
Maharashtra,Jalgaon,Amalner,Wheat,Other,01-03-2019,1900,2200,2200
Maharashtra,Jalgaon,Amalner,Wheat,Other,02-03-2019,1750,2055,2055
Maharashtra,Jalgaon,Amalner,Wheat,Other,05-03-2019,1900,2051,2051
Maharashtra,Jalgaon,Amalner,Wheat,Other,06-03-2019,1831,1950,1950
Maharashtra,Jalgaon,Amalner,Wheat,Other,07-03-2019,2000,2083,2083
Maharashtra,Jalgaon,Amalner,Wheat,Other,08-03-2019,1700,1935,1935
Maharashtra,Jalgaon,Amalner,Wheat,Other,09-03-2019,1941,2115,2115
Maharashtra,Jalgaon,Amalner,Wheat,Other,11-03-2019,1925,2100,2100
Maharashtra,Jalgaon,Amalner,Wheat,Other,12-03-2019,1971,2037,2037
Maharashtra,Jalgaon,Amalner,Wheat,Other,13-03-2019,1905,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,14-03-2019,1875,2014,2014
Maharashtra,Jalgaon,Amalner,Wheat,Other,15-03-2019,1800,2100,2100
Maharashtra,Jalgaon,Amalner,Wheat,Other,16-03-2019,1871,1929,1929
Maharashtra,Jalgaon,Amalner,Wheat,Other,18-03-2019,1874,2026,2026
Maharashtra,Jalgaon,Amalner,Wheat,Other,19-03-2019,1820,1991,1991
Maharashtra,Jalgaon,Amalner,Wheat,Other,20-03-2019,1850,2014,2014
Maharashtra,Jalgaon,Amalner,Wheat,Other,22-03-2019,1821,2037,2037
Maharashtra,Jalgaon,Amalner,Wheat,Other,23-03-2019,1841,2051,2051
Maharashtra,Jalgaon,Amalner,Wheat,Other,25-03-2019,1751,2027,2027
Maharashtra,Jalgaon,Amalner,Wheat,Other,26-03-2019,1750,2050,2050
Maharashtra,Jalgaon,Amalner,Wheat,Other,27-03-2019,1846,1977,1977
Maharashtra,Jalgaon,Amalner,Wheat,Other,02-04-2019,1833,2030,2030
Maharashtra,Jalgaon,Amalner,Wheat,Other,03-04-2019,1750,1921,1921
Maharashtra,Jalgaon,Amalner,Wheat,Other,04-04-2019,1820,2026,2026
Maharashtra,Jalgaon,Amalner,Wheat,Other,05-04-2019,1800,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,08-04-2019,1750,1910,1910
Maharashtra,Jalgaon,Amalner,Wheat,Other,09-04-2019,1800,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,10-04-2019,1831,1925,1925
Maharashtra,Jalgaon,Amalner,Wheat,Other,11-04-2019,1850,2040,2040
Maharashtra,Jalgaon,Amalner,Wheat,Other,12-04-2019,1750,2013,2013
Maharashtra,Jalgaon,Amalner,Wheat,Other,15-04-2019,1846,1911,1911
Maharashtra,Jalgaon,Amalner,Wheat,Other,16-04-2019,1860,2015,2015
Maharashtra,Jalgaon,Amalner,Wheat,Other,20-04-2019,1811,1925,1925
Maharashtra,Jalgaon,Amalner,Wheat,Other,22-04-2019,1875,2072,2072
Maharashtra,Jalgaon,Amalner,Wheat,Other,24-04-2019,1856,1981,1981
Maharashtra,Jalgaon,Amalner,Wheat,Other,25-04-2019,1850,2271,2271
Maharashtra,Jalgaon,Amalner,Wheat,Other,26-04-2019,1855,2265,2265
Maharashtra,Jalgaon,Amalner,Wheat,Other,27-04-2019,1881,2121,2121
Maharashtra,Jalgaon,Amalner,Wheat,Other,29-04-2019,1861,2131,2131
Maharashtra,Jalgaon,Amalner,Wheat,Other,30-04-2019,1831,2100,2100
Maharashtra,Jalgaon,Amalner,Wheat,Other,02-05-2019,1900,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,03-05-2019,1830,2105,2105
Maharashtra,Jalgaon,Amalner,Wheat,Other,04-05-2019,1800,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,06-05-2019,1850,2121,2121
Maharashtra,Jalgaon,Amalner,Wheat,Other,08-05-2019,1887,1905,1905
Maharashtra,Jalgaon,Amalner,Wheat,Other,09-05-2019,1835,1961,1961
Maharashtra,Jalgaon,Amalner,Wheat,Other,10-05-2019,1900,2109,2109
Maharashtra,Jalgaon,Amalner,Wheat,Other,11-05-2019,1851,2050,2050
Maharashtra,Jalgaon,Amalner,Wheat,Other,13-05-2019,1850,2155,2155
Maharashtra,Jalgaon,Amalner,Wheat,Other,14-05-2019,1850,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,15-05-2019,1900,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,20-05-2019,1800,2192,2192
Maharashtra,Jalgaon,Amalner,Wheat,Other,21-05-2019,1900,2200,2200
Maharashtra,Jalgaon,Amalner,Wheat,Other,22-05-2019,1900,1985,1985
Maharashtra,Jalgaon,Amalner,Wheat,Other,23-05-2019,1905,2005,2005
Maharashtra,Jalgaon,Amalner,Wheat,Other,24-05-2019,2050,2100,2100
Maharashtra,Jalgaon,Amalner,Wheat,Other,25-05-2019,1851,2061,2061
Maharashtra,Jalgaon,Amalner,Wheat,Other,27-05-2019,1901,2080,2080
Maharashtra,Jalgaon,Amalner,Wheat,Other,28-05-2019,1800,1951,1951
Maharashtra,Jalgaon,Amalner,Wheat,Other,29-05-2019,1850,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,30-05-2019,1900,1991,1991
Maharashtra,Jalgaon,Amalner,Wheat,Other,31-05-2019,1900,1991,1991
Maharashtra,Jalgaon,Amalner,Wheat,Other,01-06-2019,1800,1920,1920
Maharashtra,Jalgaon,Amalner,Wheat,Other,03-06-2019,1900,2015,2015
Maharashtra,Jalgaon,Amalner,Wheat,Other,04-06-2019,1965,2165,2165
Maharashtra,Jalgaon,Amalner,Wheat,Other,06-06-2019,1900,2190,2190
Maharashtra,Jalgaon,Amalner,Wheat,Other,07-06-2019,2000,2200,2200
Maharashtra,Jalgaon,Amalner,Wheat,Other,08-06-2019,1991,2100,2100
Maharashtra,Jalgaon,Amalner,Wheat,Other,10-06-2019,1911,2031,2031
Maharashtra,Jalgaon,Amalner,Wheat,Other,11-06-2019,1900,2016,2016
Maharashtra,Jalgaon,Amalner,Wheat,Other,12-06-2019,1781,1970,1970
Maharashtra,Jalgaon,Amalner,Wheat,Other,13-06-2019,1771,1970,1970
Maharashtra,Jalgaon,Amalner,Wheat,Other,14-06-2019,1800,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,15-06-2019,1850,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,17-06-2019,1800,1900,1900
Maharashtra,Jalgaon,Amalner,Wheat,Other,18-06-2019,1912,1955,1955
Maharashtra,Jalgaon,Amalner,Wheat,Other,19-06-2019,1850,2211,2211
Maharashtra,Jalgaon,Amalner,Wheat,Other,20-06-2019,1911,1955,1955
Maharashtra,Jalgaon,Amalner,Wheat,Other,21-06-2019,1600,1902,1902
Maharashtra,Jalgaon,Amalner,Wheat,Other,22-06-2019,1900,1987,1987
Maharashtra,Jalgaon,Amalner,Wheat,Other,24-06-2019,1900,1946,1946
Maharashtra,Jalgaon,Amalner,Wheat,Other,26-06-2019,1850,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,27-06-2019,1850,2012,2012
Maharashtra,Jalgaon,Amalner,Wheat,Other,28-06-2019,1800,1920,1920
Maharashtra,Jalgaon,Amalner,Wheat,Other,29-06-2019,1850,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,01-07-2019,1902,1950,1950
Maharashtra,Jalgaon,Amalner,Wheat,Other,02-07-2019,1905,1926,1926
Maharashtra,Jalgaon,Amalner,Wheat,Other,03-07-2019,1950,2157,2157
Maharashtra,Jalgaon,Amalner,Wheat,Other,04-07-2019,1951,2100,2100
Maharashtra,Jalgaon,Amalner,Wheat,Other,05-07-2019,1885,1951,1951
Maharashtra,Jalgaon,Amalner,Wheat,Other,06-07-2019,1850,1900,1900
Maharashtra,Jalgaon,Amalner,Wheat,Other,08-07-2019,1905,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,09-07-2019,1870,2002,2002
Maharashtra,Jalgaon,Amalner,Wheat,Other,10-07-2019,1900,2056,2056
Maharashtra,Jalgaon,Amalner,Wheat,Other,13-07-2019,1950,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,15-07-2019,1975,2069,2069
Maharashtra,Jalgaon,Amalner,Wheat,Other,16-07-2019,1851,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,17-07-2019,1993,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,18-07-2019,1800,2100,2100
Maharashtra,Jalgaon,Amalner,Wheat,Other,19-07-2019,2000,2071,2071
Maharashtra,Jalgaon,Amalner,Wheat,Other,20-07-2019,1900,2000,2000
Maharashtra,Jalgaon,Amalner,Wheat,Other,22-07-2019,1800,2155,2155
Maharashtra,Jalgaon,Amalner,Wheat,Other,23-07-2019,1850,2026,2026
Maharashtra,Jalgaon,Amalner,Wheat,Other,24-07-2019,1900,2100,2100
Maharashtra,Jalgaon,Amalner,Wheat,Other,25-07-2019,1851,2051,2051
Maharashtra,Jalgaon,Amalner,Wheat,Other,26-07-2019,1850,2135,2135
Maharashtra,Jalgaon,Amalner,Wheat,Other,27-07-2019,2000,2133,2133
Maharashtra,Jalgaon,Amalner,Wheat,Other,29-07-2019,2050,2090,2090
Maharashtra,Jalgaon,Amalner,Wheat,Other,30-07-2019,2075,2081,2081
Maharashtra,Jalgaon,Amalner,Wheat,Other,31-07-2019,2081,2192,2192
Maharashtra,Jalgaon,Amalner,Wheat,Other,01-08-2019,2000,2166,2166
Maharashtra,Jalgaon,Amalner,Wheat,Other,02-08-2019,1981,2076,2076
Maharashtra,Jalgaon,Amalner,Wheat,Other,03-08-2019,2085,2111,2111
Maharashtra,Jalgaon,Amalner,Wheat,Other,05-08-2019,1850,2100,2100
Maharashtra,Jalgaon,Amalner,Wheat,Other,06-08-2019,2000,2211,2211
Maharashtra,Jalgaon,Amalner,Wheat,Other,07-08-2019,1851,2102,2102
Maharashtra,Jalgaon,Amalner,Wheat,Other,08-08-2019,1951,2100,2100
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,09-01-2019,2200,2200,2200
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,11-01-2019,1625,1625,1625
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,21-01-2019,1750,1750,1750
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,15-03-2019,2000,2000,2000
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,26-03-2019,1900,1900,1900
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,29-03-2019,1750,1750,1750
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,02-04-2019,2100,2100,2100
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,10-04-2019,1850,1850,1850
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,11-04-2019,1850,1850,1850
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,20-04-2019,1600,1871,1850
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,26-04-2019,1900,1900,1900
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,30-04-2019,1900,1900,1900
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,03-05-2019,1850,1950,1900
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,04-05-2019,1800,1800,1800
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,09-05-2019,1850,1900,1850
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,11-05-2019,1800,1800,1800
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,31-05-2019,1900,1900,1900
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,01-06-2019,1900,1900,1900
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,04-06-2019,1850,1900,1850
Maharashtra,Jalgaon,Bhusaval,Wheat,Other,07-06-2019,2000,2000,2000
